interaction_id,type_ped,type_cyc,ids_ped,ids_cyc,start_frame,end_frame,start_time_s,end_time_s,duration_s,interaction_label,direction,approach,position,distance,dist_mean,dist_min,speed,speed_mean,in_hull,split,density_ped_evolution,mean_density_ped,std_density_ped,min_density_ped,max_density_ped,trend_density_ped,density_cyc_evolution,mean_density_cyc,std_density_cyc,min_density_cyc,max_density_cyc,trend_density_cyc,pet,pet_val,ttac,ttac_min,risk,risk_score,speed_var_ped,speed_var_cyc,spatial_var_ped,spatial_var_cyc,most_reactive_agent,recording
31,ped_cluster,cyc_noise,"[238, 239]",[240],2060,2066,1030.0,1033.0,3.0,OVERTAKING_GROUP,SAME_DIRECTION,,LEFT,CRITICAL_PROXIMITY,2.996817145931892,1.2408319523800586,FAST,11.480404537569681,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,HIGH,2,,,,,,D1_trajectory.csv
32,ped_cluster,cyc_cluster,"[142, 143, 144, 145, 146]","[252, 149]",2171,2173,1085.5,1086.5,1.0,OVERTAKING_GROUP,SAME_DIRECTION,,RIGHT,MODERATE_DISTANCE,3.8907356359709016,3.0681372650050935,MODERATE,5.943591058762876,False,False,DISPERSED,3.4921838074522005,0.4241589727566505,3.078202610590706,4.075114464587536,-0.24503173658765443,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D1_trajectory.csv
33,ped_noise,cyc_noise,[250],[150],2193,2194,1096.5,1097.0,0.5,AVOIDANCE,OPPOSITE_DIRECTION,LATERAL_APPROACH,LEFT,MODERATE_DISTANCE,3.7687649105124503,3.325934550114086,VERY_FAST,25.215896860757237,,,,,,,,,,,,,,,LOW,15.0,None,,LOW,2,DECELERATING,UNKNOWN,LINEAR,LINEAR,both,D1_trajectory.csv
34,ped_cluster,cyc_noise,"[147, 148]",[150],2202,2203,1101.0,1101.5,0.5,OVERTAKING_GROUP,SAME_DIRECTION,,BEHIND,MODERATE_DISTANCE,4.465452284617311,4.188483381498887,FAST,16.401421848121426,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,MEDIUM,1,,,,,,D1_trajectory.csv
0,ped_noise,cyc_noise,[23],[41],254,256,127.0,128.0,1.0,MOVING_AWAY,OPPOSITE_DIRECTION,MOVING_AWAY,LEFT,CLOSE,2.9772338284229267,2.234567226720666,VERY_FAST,16.889872049086684,,,,,,,,,,,,,,,None,,None,,MEDIUM,3,DECELERATING,UNKNOWN,LINEAR,LINEAR,ped,D2_trajectory.csv
1,ped_noise,cyc_noise,[20],[41],254,257,127.0,128.5,1.5,AVOIDANCE,OPPOSITE_DIRECTION,FRONTAL_APPROACH,LEFT,CLOSE,3.7069872366364267,2.5973349727398616,VERY_FAST,18.382658497428654,,,,,,,,,,,,,,,LOW,45.5,None,,MEDIUM,3,DECELERATING,UNKNOWN,LINEAR,LINEAR,cyc,D2_trajectory.csv
2,ped_noise,cyc_noise,[22],[41],256,257,128.0,128.5,0.5,AVOIDANCE,OPPOSITE_DIRECTION,FRONTAL_APPROACH,LEFT,MODERATE_DISTANCE,4.091007737517069,4.0486608170578915,VERY_FAST,21.893991647229477,,,,,,,,,,,,,,,None,,None,,LOW,2,DECELERATING,UNKNOWN,LINEAR,LINEAR,both,D2_trajectory.csv
3,ped_noise,cyc_noise,[26],[41],256,257,128.0,128.5,0.5,AVOIDANCE,OPPOSITE_DIRECTION,FRONTAL_APPROACH,LEFT,CLOSE,2.60613480429349,2.585669193096724,VERY_FAST,22.99410274688578,,,,,,,,,,,,,,,LOW,5.0,None,,MEDIUM,3,DECELERATING,UNKNOWN,LINEAR,LINEAR,both,D2_trajectory.csv
4,ped_cluster,cyc_noise,"[24, 25]",[41],257,258,128.5,129.0,0.5,BYPASSING_GROUP,OPPOSITE_DIRECTION,,BEHIND,MODERATE_DISTANCE,4.099154946207296,3.9937223087662606,MODERATE,12.391066690261502,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
5,ped_cluster,cyc_noise,"[33, 34, 35, 37, 38]",[41],264,266,132.0,133.0,1.0,OVERTAKING_GROUP,SAME_DIRECTION,,BEHIND,MODERATE_DISTANCE,4.483702042088908,4.252872695457169,MODERATE,13.345597461071506,False,False,DENSER,45.36291253578826,14.103259860331686,29.76625658328111,63.9274445950233,34.1611880117422,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
6,ped_cluster,cyc_noise,"[30, 31]",[41],269,273,134.5,136.5,2.0,OVERTAKING_GROUP,SAME_DIRECTION,,BEHIND,CLOSE,3.444681782570087,2.4964825512727145,MODERATE,13.021098368424436,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
7,ped_cluster,cyc_noise,"[45, 46, 47]",[41],273,275,136.5,137.5,1.0,BYPASSING_GROUP,OPPOSITE_DIRECTION,,BEHIND,MODERATE_DISTANCE,3.9360487947542278,3.3812300312276466,MODERATE,9.683780392405312,False,False,DENSER,151.5936468962087,110.2854993374947,62.892513070046604,307.0451530026457,244.15263993259907,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
8,ped_noise,cyc_noise,[36],[57],293,294,146.5,147.0,0.5,AVOIDANCE,OPPOSITE_DIRECTION,LATERAL_APPROACH,LEFT,MODERATE_DISTANCE,4.506724318570431,4.4713096698847945,VERY_FAST,20.40637135452245,,,,,,,,,,,,,,,None,,None,,LOW,2,DECELERATING,UNKNOWN,LINEAR,LINEAR,both,D2_trajectory.csv
9,ped_cluster,cyc_noise,"[42, 43, 44]",[57],301,302,150.5,151.0,0.5,BYPASSING_GROUP,OPPOSITE_DIRECTION,,BEHIND,MODERATE_DISTANCE,4.59694418461233,4.526319161881007,MODERATE,9.875658003773609,False,False,DENSER,9.566401268581771,1.5497170496672874,8.016684218914484,11.11611831824906,6.19886819866915,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
10,ped_noise,cyc_noise,[60],[61],302,303,151.0,151.5,0.5,MOVING_AWAY,SAME_DIRECTION,MOVING_AWAY,FRONT,MODERATE_DISTANCE,3.7874656107545706,3.3606680590608398,MODERATE,7.500908044561616,,,,,,,,,,,,,,,None,,LOW,22.872205586277165,LOW,0,UNKNOWN,UNKNOWN,LINEAR,LINEAR,both,D2_trajectory.csv
11,ped_cluster,cyc_noise,"[48, 49]",[57],306,307,153.0,153.5,0.5,BYPASSING_GROUP,OPPOSITE_DIRECTION,,BEHIND,MODERATE_DISTANCE,4.677014781277093,4.505423527370973,MODERATE,8.907524309062104,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
12,ped_cluster,cyc_noise,"[50, 51]",[57],306,308,153.0,154.0,1.0,BYPASSING_GROUP,OPPOSITE_DIRECTION,,BEHIND,CLOSE,3.5742214240596226,2.85848351251878,MODERATE,9.213786706173716,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
13,ped_cluster,cyc_noise,"[53, 54, 55, 56, 58, 59]",[57],309,311,154.5,155.5,1.0,BYPASSING_GROUP,OPPOSITE_DIRECTION,,BEHIND,CLOSE,3.680080488339966,2.99647737963171,MODERATE,10.863633341768542,False,False,DENSER,3.9092022655816563,0.4575917030316906,3.4101976421467537,4.515539328084548,1.1053416859377947,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
14,ped_cluster,cyc_noise,"[50, 51]",[61],312,313,156.0,156.5,0.5,BYPASSING_GROUP,OPPOSITE_DIRECTION,,BEHIND,CLOSE,2.694275932612963,2.433845943956108,MODERATE,13.639174647105627,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
15,ped_cluster,cyc_noise,"[53, 54, 55, 56, 58, 59]",[61],314,316,157.0,158.0,1.0,BYPASSING_GROUP,OPPOSITE_DIRECTION,,BEHIND,CLOSE,3.255052468698309,1.9799123588938612,MODERATE,14.595077155820874,False,False,DISPERSED,4.800859038725349,1.0620319402568252,3.9404916934182816,6.297201136067947,-2.3567094426496658,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
16,ped_cluster,cyc_noise,"[78, 79]",[84],461,465,230.5,232.5,2.0,OVERTAKING_GROUP,SAME_DIRECTION,,BEHIND,MODERATE_DISTANCE,4.113929541625165,3.4769222504740642,MODERATE,11.820965918470375,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
17,ped_cluster,cyc_noise,"[76, 77]",[84],463,465,231.5,232.5,1.0,BYPASSING_GROUP,OPPOSITE_DIRECTION,,BEHIND,CLOSE,2.9197364321966286,1.5054630994774212,MODERATE,12.325219140587953,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
18,ped_cluster,cyc_noise,"[80, 81]",[84],467,468,233.5,234.0,0.5,BYPASSING_GROUP,OPPOSITE_DIRECTION,,BEHIND,MODERATE_DISTANCE,3.7689524704724082,3.5508876819290163,MODERATE,11.743236940338237,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
19,ped_cluster,cyc_noise,"[73, 74]",[84],466,470,233.0,235.0,2.0,OVERTAKING_GROUP,SAME_DIRECTION,,FRONT,CRITICAL_PROXIMITY,2.7333097909572475,1.3632172335755683,MODERATE,13.205070478908581,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,MEDIUM,1,,,,,,D2_trajectory.csv
20,ped_cluster,cyc_noise,"[76, 77]",[94],477,478,238.5,239.0,0.5,BYPASSING_GROUP,OPPOSITE_DIRECTION,,BEHIND,MODERATE_DISTANCE,3.567053105925914,3.515833661839256,MODERATE,8.094523813712863,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
21,ped_cluster,cyc_noise,"[86, 87]",[94],475,481,237.5,240.5,3.0,OVERTAKING_GROUP,SAME_DIRECTION,,BEHIND,CRITICAL_PROXIMITY,2.5524879029648866,1.2901176695824668,MODERATE,8.765715003420839,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,MEDIUM,1,,,,,,D2_trajectory.csv
22,ped_cluster,cyc_noise,"[86, 87, 88, 89, 90]",[94],473,483,236.5,241.5,5.0,OVERTAKING_GROUP,SAME_DIRECTION,,BEHIND,CRITICAL_PROXIMITY,2.7649960312631485,1.2901176695824668,MODERATE,8.608460779137447,False,False,STABLE,2.125466091450892,0.09656671141225308,1.992906432517062,2.279086006258335,-0.015217534678180563,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,MEDIUM,1,,,,,,D2_trajectory.csv
23,ped_noise,cyc_noise,[98],[99],486,488,243.0,244.0,1.0,MOVING_AWAY,SAME_DIRECTION,MOVING_AWAY,RIGHT,MODERATE_DISTANCE,3.8072085576228685,3.459645537370556,MODERATE,8.366887587655985,,,,,,,,,,,,,,,LOW,9.5,LOW,76.90318683640014,LOW,0,UNKNOWN,UNKNOWN,LINEAR,LINEAR,cyc,D2_trajectory.csv
24,ped_noise,cyc_noise,[85],[94],486,489,243.0,244.5,1.5,OVERTAKING,SAME_DIRECTION,APPROACH_AND_ESCAPE,RIGHT,MODERATE_DISTANCE,4.568760339777732,4.397431511476811,MODERATE,7.778992588583551,,,,,,,,,,,,,,,LOW,5.0,LOW,16.553057860640084,LOW,0,DECELERATING,DECELERATING,LINEAR,LINEAR,cyc,D2_trajectory.csv
25,ped_cluster,cyc_noise,"[76, 77]",[99],488,489,244.0,244.5,0.5,BYPASSING_GROUP,OPPOSITE_DIRECTION,,BEHIND,CLOSE,2.4376151040876315,1.9742287076962304,FAST,14.633597580785285,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,HIGH,2,,,,,,D2_trajectory.csv
26,ped_noise,cyc_noise,[80],[99],491,492,245.5,246.0,0.5,AVOIDANCE,OPPOSITE_DIRECTION,LATERAL_APPROACH,LEFT,MODERATE_DISTANCE,3.872127770242674,3.126342820288745,VERY_FAST,21.798265735975086,,,,,,,,,,,,,,,LOW,10.5,None,,LOW,2,DECELERATING,UNKNOWN,LINEAR,LINEAR,both,D2_trajectory.csv
27,ped_cluster,cyc_noise,"[96, 95]",[94],491,493,245.5,246.5,1.0,BYPASSING_GROUP,OPPOSITE_DIRECTION,,BEHIND,MODERATE_DISTANCE,4.0105592813798525,3.4494610196683007,MODERATE,8.718080659130932,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
28,ped_noise,cyc_noise,[97],[94],491,494,245.5,247.0,1.5,AVOIDANCE,OPPOSITE_DIRECTION,APPROACH_AND_ESCAPE,LEFT,CLOSE,3.1132258088457565,1.7866150343408387,VERY_FAST,19.30317482893648,,,,,,,,,,,,,,,MEDIUM,3.5,None,,MEDIUM,4,DECELERATING,DECELERATING,LINEAR,LINEAR,cyc,D2_trajectory.csv
29,ped_cluster,cyc_noise,"[82, 83]",[99],493,494,246.5,247.0,0.5,BYPASSING_GROUP,OPPOSITE_DIRECTION,,BEHIND,MODERATE_DISTANCE,3.2026245353746345,3.0823811846592317,MODERATE,12.079219442454402,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,LOW,0,,,,,,D2_trajectory.csv
30,ped_cluster,cyc_noise,"[78, 79]",[94],492,497,246.0,248.5,2.5,OVERTAKING_GROUP,SAME_DIRECTION,,FRONT,CRITICAL_PROXIMITY,2.048921590837234,0.8931394915649885,MODERATE,6.907066185085083,False,False,STABLE,0.0,0.0,0.0,0.0,0.0,STABLE,0.0,0.0,0.0,0.0,0.0,,,,,MEDIUM,1,,,,,,D2_trajectory.csv
